"","x"
"1","A1BG|1"
"1156","CYP17A1|1586"
"1157","ADAM3A|1587"
"1158","CYP19A1|1588"
"1159","CYP21A2|1589"
"1160","CYP24A1|1591"
"1161","CYP26A1|1592"
"1162","CYP27A1|1593"
"1163","CYP27B1|1594"
"1164","CYP51A1|1595"
"1165","DAB1|1600"
"1166","DAB2|1601"
"1167","DACH1|1602"
"1168","DAD1|1603"
"1169","CD55|1604"
"1170","DAG1|1605"
"1171","DGKA|1606"
"1172","DGKB|1607"
"1173","DGKG|1608"
"1174","DGKQ|1609"
"1175","DAO|1610"
"1176","DAP|1611"
"1177","DAPK1|1612"
"1178","DAPK3|1613"
"1179","DARS|1615"
"1180","DAXX|1616"
"1181","DAZ1|1617"
"1182","DAZ1|1617"
"1183","DAZ1|1617"
"1184","DAZL|1618"
"1185","DBC1|1620"
"1186","DBH|1621"
"1187","DBI|1622"
"1188","DBN1|1627"
"1189","DBP|1628"
"1190","DBT|1629"
"1191","DCC|1630"
"1192","DCI|1632"
"1193","DCK|1633"
"1194","DCN|1634"
"1195","DCTD|1635"
"1196","ACE|1636"
"1197","DCT|1638"
"1198","DCTN1|1639"
"1199","DCX|1641"
"1200","DDB1|1642"
"1201","DDB2|1643"
"1202","DDC|1644"
"1203","AKR1C1|1645"
"1204","AKR1C2|1646"
"1205","GADD45A|1647"
"1206","DDIT3|1649"
"1207","DDOST|1650"
"1208","DDT|1652"
"1209","DDX1|1653"
"1210","DDX3X|1654"
"1211","DDX5|1655"
"1212","DDX6|1656"
"1213","DMXL1|1657"
"1214","DHX8|1659"
"1215","DHX9|1660"
"1216","DDX10|1662"
"1217","DDX11|1663"
"1218","DHX15|1665"
"1219","DECR1|1666"
"1220","DEFA4|1669"
"1221","DEFA5|1670"
"1222","DEFA6|1671"
"1223","DEFB1|1672"
"1224","DEFB4A|1673"
"1225","DEFB4A|1673"
"1226","DES|1674"
"1227","CFD|1675"
"1228","DFFA|1676"
"1229","DFFB|1677"
"1230","TIMM8A|1678"
"1231","DFNA5|1687"
"1232","COCH|1690"
"1233","DGUOK|1716"
"1234","DHCR7|1717"
"1235","DHCR24|1718"
"1236","DHFR|1719"
"1237","DHODH|1723"
"1238","DHPS|1725"
"1239","CYB5R3|1727"
"1240","NQO1|1728"
"1241","DIAPH1|1729"
"1242","DIAPH2|1730"
"1243","SEPT1|1731"
"1244","DIO1|1733"
"1245","DIO2|1734"
"1246","DIO3|1735"
"1247","DKC1|1736"
"1248","DLAT|1737"
"1249","DLD|1738"
"1250","DLG1|1739"
"1251","DLG2|1740"
"1252","DLG3|1741"
"1253","DLG4|1742"
"1254","DLST|1743"
"1255","DLX1|1745"
"1256","DLX2|1746"
"1257","DLX3|1747"
"1258","DLX4|1748"
"1259","DLX5|1749"
"1260","DLX6|1750"
"1261","DMBT1|1755"
"1262","DMD|1756"
"1263","SARDH|1757"
"1264","DMP1|1758"
"1265","DNM1|1759"
"1266","DMPK|1760"
"1267","DMRT1|1761"
"1268","DMWD|1762"
"1269","DNA2|1763"
"1270","DNAH5|1767"
"1271","DNAH6|1768"
"1272","DNAH8|1769"
"1273","DNAH9|1770"
"1274","DNASE1|1773"
"1275","DNASE1L1|1774"
"1276","DNASE1L2|1775"
"1277","DNASE1L3|1776"
"1278","DNASE2|1777"
"1279","DYNC1H1|1778"
"1280","DYNC1I1|1780"
"1281","DYNC1I2|1781"
"1282","DYNC1LI2|1783"
"1283","DNM2|1785"
"1284","DNMT1|1786"
"1285","TRDMT1|1787"
"1286","DNMT3A|1788"
"1287","DNMT3B|1789"
"1288","DNTT|1791"
"1289","DOCK1|1793"
"1290","DOCK2|1794"
"1291","DOCK3|1795"
"1292","DOK1|1796"
"1293","DOM3Z|1797"
"1294","DPAGT1|1798"
"1295","DPEP1|1800"
"1296","DPH1|1801"
"1297","DPH2|1802"
"1298","DPP4|1803"
"1299","DPP6|1804"
"1300","DPT|1805"
"1301","DPYD|1806"
"1302","DPYS|1807"
"1303","DPYSL2|1808"
"1304","DPYSL3|1809"
"1305","DR1|1810"
"1306","SLC26A3|1811"
"1307","DRD1|1812"
"1308","DRD2|1813"
"1309","DRD3|1814"
"1310","DRD4|1815"
"1311","DRD5|1816"
"1312","DRG2|1819"
"1313","ARID3A|1820"
"1314","DRP2|1821"
"1315","ATN1|1822"
"1316","DSC1|1823"
"1317","DSC2|1824"
"1318","DSC3|1825"
"1319","DSCAM|1826"
"1320","RCAN1|1827"
"1321","DSG1|1828"
"1322","DSG2|1829"
"1323","DSG3|1830"
"1324","TSC22D3|1831"
"1325","DSP|1832"
"1326","EPYC|1833"
"1327","DSPP|1834"
"1328","SLC26A2|1836"
"1329","DTNA|1837"
"1330","DTNB|1838"
"1331","HBEGF|1839"
"1332","DTX1|1840"
"1333","DTYMK|1841"
"1334","ECM2|1842"
"1335","DUSP1|1843"
"1336","DUSP2|1844"
"1337","DUSP3|1845"
"1338","DUSP4|1846"
"1339","DUSP5|1847"
"1340","DUSP6|1848"
"1341","DUSP7|1849"
"1342","DUSP8|1850"
"1343","DUSP9|1852"
"1344","DUT|1854"
"1345","DVL1|1855"
"1346","DVL2|1856"
"1347","DVL3|1857"
"1348","DYRK1A|1859"
"1349","TOR1A|1861"
"1350","E2F1|1869"
"1351","E2F2|1870"
"1352","E2F3|1871"
"1353","E2F4|1874"
"1354","E2F5|1875"
"1355","E2F6|1876"
"1356","E4F1|1877"
"1357","EBF1|1879"
"1358","GPR183|1880"
"1359","ECE1|1889"
"1360","TYMP|1890"
"1361","ECH1|1891"
"1362","ECHS1|1892"
"1363","ECM1|1893"
"1364","ECT2|1894"
"1365","EDA|1896"
"1366","S1PR1|1901"
"1367","LPAR1|1902"
"1368","S1PR3|1903"
"1369","EDN1|1906"
"1370","EDN2|1907"
"1371","EDN3|1908"
"1372","EDNRA|1909"
"1373","EDNRB|1910"
"1374","PHC1|1911"
"1375","PHC2|1912"
"1376","EEF1A1|1915"
"1377","EEF1A2|1917"
"1378","EEF1B2|1933"
"1379","EEF1D|1936"
"1380","EEF1G|1937"
"1381","EEF2|1938"
"1382","LGTN|1939"
"1383","EFNA1|1942"
"1384","EFNA2|1943"
"1385","EFNA3|1944"
"1386","EFNA4|1945"
"1387","EFNA5|1946"
"1388","EFNB1|1947"
"1389","EFNB2|1948"
"1390","EFNB3|1949"
"1391","EGF|1950"
"1392","CELSR3|1951"
"1393","CELSR2|1952"
"1394","MEGF6|1953"
"1395","MEGF8|1954"
"1396","MEGF9|1955"
"1397","EGFR|1956"
"1398","EGR1|1958"
"1399","EGR2|1959"
"1400","EGR3|1960"
"1401","EGR4|1961"
"1402","EHHADH|1962"
"1403","EIF1AX|1964"
"1404","EIF2S1|1965"
"1405","EIF2B1|1967"
"1406","EIF2S3|1968"
"1407","EPHA2|1969"
"1408","EIF4A1|1973"
"1409","EIF4A2|1974"
"1410","EIF4B|1975"
"1411","EIF4E|1977"
"1412","EIF4EBP1|1978"
"1413","EIF4EBP2|1979"
"1414","EIF4G1|1981"
"1415","EIF4G2|1982"
"1416","EIF5|1983"
"1417","EIF5A|1984"
"1418","CELA1|1990"
"1419","ELANE|1991"
"1420","SERPINB1|1992"
"1421","ELAVL2|1993"
"1422","ELAVL1|1994"
"1423","ELAVL3|1995"
"1424","ELAVL4|1996"
"1425","ELF1|1997"
"1426","ELF2|1998"
"1427","ELF3|1999"
"1428","ELF4|2000"
"1429","ELF5|2001"
"1430","ELK1|2002"
"1431","ELK3|2004"
"1432","ELK4|2005"
"1433","ELN|2006"
"1434","EML1|2009"
"1435","EMD|2010"
"1436","MARK2|2011"
"1437","EMP1|2012"
"1438","EMP2|2013"
"1439","EMP3|2014"
"1440","EMR1|2015"
"1441","EMX1|2016"
"1442","CTTN|2017"
"1443","EMX2|2018"
"1444","EN1|2019"
"1445","EN2|2020"
"1446","ENDOG|2021"
"1447","ENG|2022"
"1448","ENO1|2023"
"1449","ENO2|2026"
"1450","ENO3|2027"
"1451","ENPEP|2028"
"1452","ENSA|2029"
"1453","SLC29A1|2030"
"1454","EP300|2033"
"1455","EPAS1|2034"
"1456","EPB41|2035"
"1457","EPB41L1|2036"
"1458","EPB41L2|2037"
"1459","EPB42|2038"
"1460","EPB49|2039"
"1461","STOM|2040"
"1462","EPHA1|2041"
"1463","EPHA3|2042"
"1464","EPHA4|2043"
"1465","EPHA5|2044"
"1466","EPHA7|2045"
"1467","EPHA8|2046"
"1468","EPHB1|2047"
"1469","EPHB2|2048"
"1470","EPHB3|2049"
"1471","EPHB4|2050"
"1472","EPHB6|2051"
"1473","EPHX1|2052"
"1474","EPHX2|2053"
"1475","STX2|2054"
"1476","CLN8|2055"
"1477","EPO|2056"
"1478","EPOR|2057"
"1479","EPRS|2058"
"1480","EPS8|2059"
"1481","EPS15|2060"
"1482","NR2F6|2063"
"1483","ERBB2|2064"
"1484","ERBB3|2065"
"1485","ERBB4|2066"
"1486","ERCC1|2067"
"1487","ERCC2|2068"
"1488","EREG|2069"
"1489","EYA4|2070"
"1490","ERCC3|2071"
"1491","ERCC4|2072"
"1492","ERCC5|2073"
"1493","ERCC6|2074"
"1494","ERCC6|2074"
"1495","ERCC6|2074"
"1496","ERF|2077"
"1497","ERG|2078"
"1498","ERH|2079"
"1499","ERN1|2081"
"1500","FBL|2091"
"1501","ESD|2098"
"1502","ESR1|2099"
"1503","ESR2|2100"
"1504","ESRRA|2101"
"1505","ESRRB|2103"
"1506","ESRRG|2104"
"1507","ETF1|2107"
"1508","ETFA|2108"
"1509","ETFB|2109"
"1510","ETFDH|2110"
"1511","ETS1|2113"
"1512","ETS2|2114"
"1513","ETV1|2115"
"1514","ETV2|2116"
"1515","ETV3|2117"
"1516","ETV4|2118"
"1517","ETV5|2119"
"1518","ETV6|2120"
"1519","EVC|2121"
"1520","MECOM|2122"
"1521","EVI2A|2123"
"1522","EVI2B|2124"
"1523","EVPL|2125"
"1524","EVX1|2128"
"1525","EWSR1|2130"
"1526","EXT1|2131"
"1527","EXT2|2132"
"1528","EXTL1|2134"
"1529","EXTL2|2135"
"1530","EXTL3|2137"
"1531","EYA1|2138"
"1532","EYA2|2139"
"1533","EYA3|2140"
"1534","EZH1|2145"
"1535","EZH2|2146"
"1536","F2|2147"
"1537","F2R|2149"
"1538","F2RL1|2150"
"1539","F2RL2|2151"
"1540","F3|2152"
"1541","F5|2153"
"1542","F7|2155"
"1543","F8|2157"
"1544","F9|2158"
"1545","F10|2159"
"1546","F11|2160"
"1547","F12|2161"
"1548","F13A1|2162"
"1549","F13B|2165"
"1550","FAAH|2166"
"1551","FABP4|2167"
"1552","FABP1|2168"
"1553","FABP2|2169"
"1554","FABP3|2170"
"1555","FABP5|2171"
"1556","FABP6|2172"
"1557","FABP7|2173"
"1558","FANCA|2175"
"1559","FANCC|2176"
"1560","FANCD2|2177"
"1561","FANCE|2178"
"1562","ACSL1|2180"
"1563","ACSL3|2181"
"1564","ACSL4|2182"
"1565","FAH|2184"
"1566","PTK2B|2185"
"1567","BPTF|2186"
"1568","FANCB|2187"
"1569","FANCF|2188"
"1570","FANCG|2189"
"1571","FAP|2191"
"1572","FBLN1|2192"
"1573","FARSA|2193"
"1574","FASN|2194"
"1575","FAT1|2195"
"1576","FAT2|2196"
"1577","FAU|2197"
"1578","FBLN2|2199"
"1579","FBN1|2200"
"1580","FBN2|2201"
"1581","EFEMP1|2202"
"1582","FBP1|2203"
"1583","FCAR|2204"
"1584","FCER1A|2205"
"1585","MS4A2|2206"
"1586","FCER1G|2207"
"1587","FCER2|2208"
"1588","FCGR1A|2209"
"1589","FCGR1A|2209"
"1590","FCGR1B|2210"
"1591","FCGR1B|2210"
"1592","FCGR2A|2212"
"1593","FCGR2B|2213"
"1594","FCGR3A|2214"
"1595","FCGR3B|2215"
"1596","FCGRT|2217"
"1597","FKTN|2218"
"1598","FCN1|2219"
"1599","FCN2|2220"
"1600","FDFT1|2222"
"1601","FDPS|2224"
"1602","FDX1|2230"
"1603","FDXR|2232"
"1604","FECH|2235"
"1605","FEN1|2237"
"1606","GPC4|2239"
"1607","FER|2241"
"1608","FES|2242"
"1609","FGA|2243"
"1610","FGB|2244"
"1611","FGD1|2245"
"1612","FGF1|2246"
"1613","FGF2|2247"
"1614","FGF3|2248"
"1615","FGF4|2249"
"1616","FGF5|2250"
"1617","FGF6|2251"
"1618","FGF7|2252"
"1619","FGF8|2253"
"1620","FGF9|2254"
"1621","FGF10|2255"
"1622","FGF11|2256"
"1623","FGF12|2257"
"1624","FGF13|2258"
"1625","FGF14|2259"
"1626","FGFR1|2260"
"1627","FGFR3|2261"
"1628","GPC5|2262"
"1629","FGFR2|2263"
"1630","FGFR4|2264"
"1631","FGG|2266"
"1632","FGL1|2267"
"1633","FGR|2268"
"1634","FH|2271"
"1635","FHIT|2272"
"1636","FHL1|2273"
"1637","FHL2|2274"
"1638","FHL3|2275"
"1639","FIGF|2277"
"1640","FKBP1A|2280"
"1641","FKBP1B|2281"
"1642","FKBP2|2286"
"1643","FKBP3|2287"
"1644","FKBP4|2288"
"1645","FKBP5|2289"
"1646","FOXG1|2290"
"1647","FOXF1|2294"
"1648","FOXF2|2295"
"1649","FOXC1|2296"
"1650","FOXD1|2297"
"1651","FOXD4|2298"
"1652","FOXI1|2299"
"1653","FOXL1|2300"
"1654","FOXE3|2301"
"1655","FOXJ1|2302"
"1656","FOXC2|2303"
"1657","FOXE1|2304"
"1658","FOXM1|2305"
"1659","FOXD2|2306"
"1660","FOXS1|2307"
"1661","FOXO1|2308"
"1662","FOXO3|2309"
"1663","FOXO3B|2310"
"1664","FLG|2312"
"1665","FLI1|2313"
"1666","FLII|2314"
"1667","MLANA|2315"
"1668","FLNA|2316"
"1669","FLNB|2317"
"1670","FLNC|2318"
"1671","FLOT2|2319"
"1672","FLT1|2321"
"1673","FLT3|2322"
"1674","FLT3LG|2323"
"1675","FLT4|2324"
"1676","FMO1|2326"
"1677","FMO2|2327"
"1678","FMO3|2328"
"1679","FMO4|2329"
"1680","FMO5|2330"
"1681","FMOD|2331"
"1682","FMR1|2332"
"1683","AFF2|2334"
"1684","FN1|2335"
"1685","FNTA|2339"
"1686","FNTB|2342"
"1687","FOLH1|2346"
"1688","FOLR1|2348"
"1689","FOLR2|2350"
"1690","FOLR3|2352"
"1691","FOS|2353"
"1692","FOSB|2354"
"1693","FOSL2|2355"
"1694","FPGS|2356"
"1695","FPR1|2357"
"1696","FPR2|2358"
"1697","FPR3|2359"
"1698","FXN|2395"
"1699","FRK|2444"
"1700","MTOR|2475"
"1701","FRG1|2483"
"1702","FRZB|2487"
"1703","FSHB|2488"
"1704","CENPI|2491"
"1705","FSHR|2492"
"1706","NR5A2|2494"
"1707","FTH1|2495"
"1708","FTHL3|2498"
"1709","FTL|2512"
"1710","ADAM2|2515"
"1711","NR5A1|2516"
"1712","FUCA1|2517"
"1713","FUCA2|2519"
"1714","GAST|2520"
"1715","FUS|2521"
"1716","FUT1|2523"
"1717","FUT2|2524"
"1718","FUT3|2525"
"1719","FUT4|2526"
"1720","FUT5|2527"
"1721","FUT6|2528"
"1722","FUT7|2529"
"1723","FUT8|2530"
"1724","KDSR|2531"
"1725","DARC|2532"
"1726","FYB|2533"
"1727","FYN|2534"
"1728","FZD2|2535"
"1729","IFI6|2537"
"1730","G6PC|2538"
"1731","G6PD|2539"
"1732","SLC37A4|2542"
"1733","GAGE1|2543"
"1734","XRCC6|2547"
"1735","GAA|2548"
"1736","GAB1|2549"
"1737","GABBR1|2550"
"1738","GABPA|2551"
"1739","GABPB1|2553"
"1740","GABRA1|2554"
"1741","GABRA2|2555"
"1742","GABRA3|2556"
"1743","GABRA4|2557"
"1744","GABRA5|2558"
"1745","GABRA6|2559"
"1746","GABRB1|2560"
"1747","GABRB2|2561"
"1748","GABRB3|2562"
"1749","GABRD|2563"
"1750","GABRE|2564"
"1751","GABRG1|2565"
"1752","GABRG2|2566"
"1753","GABRG3|2567"
"1754","GABRP|2568"
"1755","GABRR1|2569"
"1756","GABRR2|2570"
"1757","GAD1|2571"
"1758","GAD2|2572"
"1759","GAGE2C|2574"
"1760","GAGE2C|2574"
"1761","GAGE2C|2574"
"1762","GAGE4|2576"
"1763","GAGE4|2576"
"1764","GAGE4|2576"
"1765","GAGE4|2576"
"1766","GAGE4|2576"
"1767","GAK|2580"
"1768","GALC|2581"
"1769","GALE|2582"
"1770","B4GALNT1|2583"
"1771","GALK1|2584"
"1772","GALK2|2585"
"1773","GALR1|2587"
"1774","GALNS|2588"
"1775","GALNT1|2589"
"1776","GALNT2|2590"
"1777","GALNT3|2591"
"1778","GALT|2592"
"1779","GAMT|2593"
"1780","GANC|2595"
"1781","GAP43|2596"
"1782","GAPDH|2597"
"1783","LRRC32|2615"
"1784","GARS|2617"
"1785","GART|2618"
"1786","GAS1|2619"
"1787","GAS2|2620"
"1788","GAS6|2621"
"1789","GAS8|2622"
"1790","GATA1|2623"
"1791","GATA2|2624"
"1792","GATA3|2625"
"1793","GATA4|2626"
"1794","GATA6|2627"
"1795","GATM|2628"
"1796","GBA|2629"
"1797","GBAP1|2630"
"1798","GBAS|2631"
"1799","GBE1|2632"
"1800","GBP1|2633"
"1801","GBP2|2634"
"1802","GBP3|2635"
"1803","GBX1|2636"
"1804","GBX2|2637"
"1805","GC|2638"
"1806","GCDH|2639"
"1807","GCG|2641"
"1808","GCGR|2642"
"1809","GCH1|2643"
"1810","GCHFR|2644"
"1811","GCK|2645"
"1812","GCKR|2646"
"1813","BLOC1S1|2647"
"1814","KAT2A|2648"
"1815","NR6A1|2649"
"1816","GCNT1|2650"
"1817","GCNT2|2651"
"1818","OPN1MW|2652"
"1819","OPN1MW|2652"
"1820","GCSH|2653"
"1821","GDF1|2657"
"1822","GDF1|2657"
"1823","GDF2|2658"
"1824","MSTN|2660"
"1825","GDF9|2661"
"1826","GDF10|2662"
"1827","GDI1|2664"
"1828","GDI2|2665"
"1829","GDNF|2668"
"1830","GEM|2669"
"1831","GFAP|2670"
"1832","GFER|2671"
"1833","GFI1|2672"
"1834","GFPT1|2673"
"1835","GFRA1|2674"
"1836","GFRA2|2675"
"1837","GFRA3|2676"
"1838","GGCX|2677"
"1839","GGT1|2678"
"1840","GGTA1|2681"
"1841","B4GALT1|2683"
"1842","GGT7|2686"
"1843","GGT5|2687"
"1844","GH1|2688"
"1845","GH1|2688"
"1846","GH2|2689"
"1847","GHR|2690"
"1848","GHRH|2691"
"1849","GHRHR|2692"
"1850","GHSR|2693"
"1851","GIF|2694"
"1852","GIP|2695"
"1853","GIPR|2696"
"1854","GJA1|2697"
"1855","GJA3|2700"
"1856","GJA4|2701"
"1857","GJA5|2702"
"1858","GJA8|2703"
"1859","GJB1|2705"
"1860","GJB2|2706"
"1861","GJB3|2707"
"1862","GJB5|2709"
"1863","GK|2710"
"1864","GK2|2712"
"1865","GK3P|2713"
"1866","GLA|2717"
"1867","GPC3|2719"
"1868","GLB1|2720"
"1869","GCLC|2729"
"1870","GCLM|2730"
"1871","GLDC|2731"
"1872","GLE1|2733"
"1873","GLG1|2734"
"1874","GLG1|2734"
"1875","GLI1|2735"
"1876","GLI2|2736"
"1877","GLI3|2737"
"1878","GLI4|2738"
"1879","GLO1|2739"
"1880","GLP1R|2740"
"1881","GLRA1|2741"
"1882","GLRA2|2742"
"1883","GLRB|2743"
"1884","GLS|2744"
"1885","GLRX|2745"
"1886","GLUD1|2746"
"1887","GLUD2|2747"
"1888","GLUL|2752"
"1889","GM2A|2760"
"1890","GMDS|2762"
"1891","GMFB|2764"
"1892","GML|2765"
"1893","GMPR|2766"
"1894","GNA11|2767"
"1895","GNA12|2768"
"1896","GNA15|2769"
"1897","GNAI1|2770"
"1898","GNAI2|2771"
"1899","GNAI3|2773"
"1900","GNAL|2774"
"1901","GNAO1|2775"
"1902","GNAQ|2776"
"1903","GNAS|2778"
"1904","GNAT1|2779"
"1905","GNAT2|2780"
"1906","GNAZ|2781"
"1907","GNB1|2782"
"1908","GNB2|2783"
"1909","GNB3|2784"
"1910","GNG3|2785"
"1911","GNG4|2786"
"1912","GNG5|2787"
"1913","GNG7|2788"
"1914","GNG10|2790"
"1915","GNG11|2791"
"1916","GNGT1|2792"
"1917","GNGT2|2793"
"1918","GNL1|2794"
"1919","GNRH1|2796"
"1920","GNRH2|2797"
"1921","GNRHR|2798"
"1922","GNS|2799"
"1923","GOLGA1|2800"
"1924","GOLGA2|2801"
"1925","GOLGA3|2802"
"1926","GOLGA4|2803"
"1927","GOLGB1|2804"
"1928","GOT1|2805"
"1929","GOT2|2806"
"1930","SFN|2810"
"1931","GP1BA|2811"
"1932","GP2|2813"
"1933","GP5|2814"
"1934","GP9|2815"
"1935","GPC1|2817"
"1936","GPD1|2819"
"1937","GPD2|2820"
"1938","GPI|2821"
"1939","GPLD1|2822"
"1940","GPM6A|2823"
"1941","GPM6B|2824"
"1942","GPR1|2825"
"1943","CCR10|2826"
"1944","GPR3|2827"
"1945","GPR4|2828"
"1946","XCR1|2829"
"1947","GPR6|2830"
"1948","NPBWR1|2831"
"1949","NPBWR2|2832"
"1950","CXCR3|2833"
"1951","PRLHR|2834"
"1952","GPR12|2835"
"1953","UTS2R|2837"
"1954","GPR15|2838"
"1955","GPR17|2840"
"1956","GPR18|2841"
"1957","GPR19|2842"
"1958","GPR20|2843"
"1959","GPR21|2844"
"1960","GPR22|2845"
"1961","LPAR4|2846"
"1962","MCHR1|2847"
"1963","GPR25|2848"
"1964","GPR26|2849"
"1965","GPR27|2850"
"1966","GPER|2852"
"1967","GPR31|2853"
"1968","GPR32|2854"
"1969","GPR34|2857"
"1970","GPR35|2859"
"1971","GPR37|2861"
"1972","MLNR|2862"
"1973","GPR39|2863"
"1974","FFAR1|2864"
"1975","FFAR3|2865"
"1976","FFAR2|2867"
"1977","GRK4|2868"
"1978","GRK5|2869"
"1979","GRK6|2870"
"1980","MKNK2|2872"
"1981","GPS1|2873"
"1982","GPS2|2874"
"1983","GPS2|2874"
"1984","GPT|2875"
"1985","GPX1|2876"
"1986","GPX2|2877"
"1987","GPX3|2878"
"1988","GPX4|2879"
"1989","GPX5|2880"
"1990","GPX7|2882"
"1991","GRB2|2885"
"1992","GRB7|2886"
"1993","GRB10|2887"
"1994","GRB14|2888"
"1995","RAPGEF1|2889"
"1996","GRIA1|2890"
"1997","GRIA2|2891"
"1998","GRIA3|2892"
"1999","GRIA4|2893"
"2000","GRID1|2894"
"2001","GRID2|2895"
"2002","GRN|2896"
"2003","GRIK1|2897"
"2004","GRIK2|2898"
"2005","GRIK3|2899"
"2006","GRIK4|2900"
"2007","GRIK5|2901"
"2008","GRIN1|2902"
"2009","GRIN2A|2903"
"2010","GRIN2B|2904"
"2011","GRIN2C|2905"
"2012","GRIN2D|2906"
"2013","GRINA|2907"
"2014","NR3C1|2908"
"2015","GRLF1|2909"
"2016","GRM1|2911"
"2017","GRM2|2912"
"2018","GRM3|2913"
"2019","GRM4|2914"
"2020","GRM5|2915"
"2021","GRM6|2916"
"2022","GRM7|2917"
"2023","GRM8|2918"
"2024","CXCL1|2919"
"2025","CXCL2|2920"
"2026","CXCL3|2921"
"2027","GRP|2922"
"2028","PDIA3|2923"
"2029","GRPR|2925"
"2030","GRSF1|2926"
"2031","GSC2|2928"
"2032","GSK3A|2931"
"2033","GSK3B|2932"
"2034","GSN|2934"
"2035","GSPT1|2935"
"2036","GSR|2936"
"2037","GSS|2937"
"2038","GSTA1|2938"
"2039","GSTA1|2938"
"2040","GSTA2|2939"
"2041","GSTA3|2940"
"2042","GSTA4|2941"
"2043","GSTM1|2944"
"2044","GSTM2|2946"
"2045","GSTM3|2947"
"2046","GSTM4|2948"
"2047","GSTM5|2949"
"2048","GSTP1|2950"
"2049","GSTT1|2952"
"2050","GSTT2|2953"
"2051","GSTT2|2953"
"2052","GSTZ1|2954"
"2053","MSH6|2956"
"2054","GTF2A1|2957"
"2055","GTF2A2|2958"
"2056","GTF2B|2959"
"2057","GTF2E1|2960"
"2058","GTF2E2|2961"
"2059","GTF2F1|2962"
"2060","GTF2F2|2963"
"2061","GTF2H1|2965"
"2062","GTF2H2|2966"
"2063","GTF2H3|2967"
"2064","GTF2H4|2968"
"2065","GTF2I|2969"
"2066","GTF3A|2971"
"2067","BRF1|2972"
"2068","GUCY1B2|2974"
"2069","GTF3C1|2975"
"2070","GTF3C2|2976"
"2071","GUCY1A2|2977"
"2072","GUCA1A|2978"
"2073","GUCA1B|2979"
"2074","GUCA2A|2980"
"2075","GUCA2B|2981"
"2076","GUCY1A3|2982"
"2077","GUCY1B3|2983"
"2078","GUCY2C|2984"
"2079","GUCY2F|2986"
"2080","GUK1|2987"
"2081","GUSB|2990"
"2082","GYG1|2992"
"2083","GYPA|2993"
"2084","GYPB|2994"
"2085","GYPC|2995"
"2086","GYPE|2996"
"2087","GYS1|2997"
"2088","GYS2|2998"
"2089","GZMH|2999"
"2090","GUCY2D|3000"
"2091","GZMA|3001"
"2092","GZMB|3002"
"2093","GZMK|3003"
"2094","GZMM|3004"
"2095","H1F0|3005"
"2096","HIST1H1C|3006"
"2097","HIST1H1D|3007"
"2098","HIST1H1E|3008"
"2099","HIST1H1B|3009"
"2100","HIST1H1T|3010"
"2101","HIST1H2AE|3012"
"2102","HIST1H2AE|3012"
"2103","HIST1H2AD|3013"
"2104","H2AFX|3014"
"2105","H2AFZ|3015"
"2106","HIST1H2BD|3017"
"2107","HIST1H2BB|3018"
"2108","H3F3A|3020"
"2109","H3F3A|3020"
"2110","H3F3B|3021"
"2111","H3F3B|3021"
"2112","HIST1H1A|3024"
"2113","HABP2|3026"
"2114","HSD17B10|3028"
"2115","HAGH|3029"
"2116","HADHA|3030"
"2117","HADHB|3032"
"2118","HADH|3033"
"2119","HAL|3034"
"2120","HARS|3035"
"2121","HAS1|3036"
"2122","HAS2|3037"
"2123","HAS3|3038"
"2124","HBA1|3039"
"2125","HBA1|3039"
"2126","HBA2|3040"
"2127","HBA2|3040"
"2128","HBM|3042"
"2129","HBB|3043"
"2130","HBBP1|3044"
"2131","HBD|3045"
"2132","HBE1|3046"
"2133","HBG1|3047"
"2134","HBG2|3048"
"2135","HBQ1|3049"
"2136","HBZ|3050"
"2137","HCCS|3052"
"2138","SERPIND1|3053"
"2139","HCFC1|3054"
"2140","HCK|3055"
"2141","HCLS1|3059"
"2142","HCRT|3060"
"2143","HCRTR1|3061"
"2144","HCRTR2|3062"
"2145","HTT|3064"
"2146","HDAC1|3065"
"2147","HDAC2|3066"
"2148","HDC|3067"
"2149","HDGF|3068"
"2150","HDLBP|3069"
"2151","HELLS|3070"
"2152","NCKAP1L|3071"
"2153","HEXA|3073"
"2154","HEXB|3074"
"2155","CFH|3075"
"2156","HFE|3077"
"2157","CFHR1|3078"
"2158","CFHR2|3080"
"2159","HGD|3081"
"2160","HGF|3082"
"2161","HGFAC|3083"
"2162","NRG1|3084"
"2163","HHEX|3087"
"2164","HIC1|3090"
"2165","HIF1A|3091"
"2166","HIP1|3092"
"2167","UBE2K|3093"
"2168","HINT1|3094"
"2169","HIVEP1|3096"
"2170","HIVEP2|3097"
"2171","HK1|3098"
"2172","HK2|3099"
"2173","HK3|3101"
"2174","ZBTB48|3104"
"2175","HLA-A|3105"
"2176","HLA-B|3106"
"2177","HLA-C|3107"
"2178","HLA-DMA|3108"
"2179","HLA-DMB|3109"
"2180","MNX1|3110"
"2181","HLA-DOA|3111"
"2182","HLA-DOB|3112"
"2183","HLA-DPA1|3113"
"2184","HLA-DPB1|3115"
"2185","HLA-DPB2|3116"
"2186","HLA-DQA1|3117"
"2187","HLA-DQA2|3118"
"2188","HLA-DQB1|3119"
"2189","HLA-DQB2|3120"
"2190","HLA-DRA|3122"
"2191","HLA-DRB1|3123"
"2192","HLA-DRB5|3127"
